,122_WIND_1,N_106,N_105,Network_Line_Out_N_118_N_121_cac1,N_103,N_118,Network_Line_Out_N_109_N_111_cac1,N_119,N_114,Network_Line_Out_N_101_N_102_cac1,N_104,N_101,N_113,Network_Line_Out_N_115_N_116_cac1,N_120,N_102,113_PV_1,N_116,N_115,N_108,Network_Line_Out_N_106_N_108_cac1,N_110,N_107,104_PV_1,Network_Line_Out_N_103_N_124_cac1,N_109,Network_Line_Out_N_117_N_118_cac1,102_PV_1,102_PV_2,119_PV_1
01-25 07:00:00+01:00,0.001554733,0.016380614,0.01653307,0.006771065,0.018508466,0.012464487,0.004199975,0.013152353,0.00903121,0.01004049,0.007743758,0.009968726,0.011805618,0.007334681,0.011803092,0.008439856,0,0.011700209,0.0102165,0.004949328,3.20E-05,0.009843079,0.007053029,0.000102808,0.007896062,0.007684938,0.001446803,0,0,1.62E-05
01-25 08:00:00+01:00,0.002315288,0.01926042,0.018479569,0.020851174,0.018885642,0.014645349,0.009127563,0.014172314,0.010395499,0.007465077,0.009010392,0.011618671,0.012462794,0.007091858,0.012553906,0.008178036,6.17E-06,0.011994439,0.01045961,0.006925997,0.000192555,0.01082084,0.008324588,0.000380996,0.004777781,0.008098368,0.006321948,0.000303065,0.000296797,0.000118385
01-25 09:00:00+01:00,0.003092177,0.020470697,0.0188932,0.018124099,0.018890374,0.015410176,0.008718677,0.014806182,0.010530006,0.005268424,0.0097132,0.012243258,0.01265308,0.006536226,0.012885166,0.007762204,0.000135678,0.011962542,0.010360737,0.008975847,0.000193526,0.011046283,0.009220964,0.000701516,0.004949535,0.008186292,0.007109172,0.000895805,0.00087728,0.000461612
01-25 10:00:00+01:00,0.003586019,0.020423594,0.018929696,0.010356861,0.018809261,0.015511927,0.007938184,0.014801508,0.010107269,0.005433816,0.010069944,0.012332661,0.012509875,0.011128708,0.013198323,0.007561988,0.000411063,0.011991835,0.010443009,0.009925904,0.000189795,0.010954472,0.009574894,0.001052274,0.007746867,0.008126429,0.008246881,0.001739274,0.001703306,0.000956162
01-25 11:00:00+01:00,0.004528278,0.020210978,0.019355493,0.000922755,0.0187117,0.015428831,0.003297138,0.015021724,0.011663712,0.006901562,0.010334087,0.012025608,0.0124471,0.007759401,0.01313385,0.007438778,0.000777985,0.011957986,0.010332108,0.009876857,1.91E-05,0.010877158,0.009486488,0.001366746,0.008314223,0.007950581,0.002720598,0.002357574,0.00230882,0.001438913
01-25 12:00:00+01:00,0.005484605,0.018463599,0.018881034,0.002324341,0.018572005,0.015162583,0.000137363,0.014948319,0.011644496,0.009428921,0.01023697,0.011665531,0.011950785,0.005506282,0.012996645,0.007423377,0.001109458,0.011820635,0.010192611,0.009893725,0.000137882,0.010712865,0.009298588,0.001723552,0.010206229,0.007802794,0.000121556,0.00275314,0.002696206,0.001604499
01-25 13:00:00+01:00,0.006885533,0.018093974,0.018102435,0.002342962,0.01809231,0.015071007,0.000139566,0.01510108,0.011413912,0.00944026,0.009846378,0.011454047,0.011880163,0.005501678,0.012534214,0.007531186,0.001074252,0.011521848,0.010233738,0.009228607,0.000137822,0.010258644,0.009264705,0.00150584,0.010202781,0.007727965,0.000124074,0.002776266,0.002718853,0.001307327
01-25 14:00:00+01:00,0.007706537,0.018793972,0.017153517,0.002346196,0.017553583,0.014914989,0.000145282,0.014540235,0.011279405,0.009471833,0.009861958,0.01063524,0.011713417,0.005501579,0.012156902,0.007854611,0.000842328,0.01148214,0.010264634,0.008672742,0.000139727,0.009978379,0.008959752,0.001263938,0.010199046,0.007737318,0.000124661,0.00235514,0.002306436,0.000804075
01-25 15:00:00+01:00,0.009087435,0.018733131,0.01653307,0.002294777,0.017096194,0.01467757,0.000152637,0.014106105,0.01047236,0.009508995,0.009484915,0.010121019,0.011444662,0.005512863,0.01180722,0.008193437,0.000464625,0.011491253,0.010260731,0.008885019,0.000182425,0.010198242,0.008678518,0.000429376,0.010197344,0.007770991,0.000125153,0.001744142,0.001708074,0.000297766
01-25 16:00:00+01:00,0.011551281,0.018803785,0.01681288,0.001844081,0.01685308,0.0148285,0.004046181,0.014607309,0.009819039,0.009696949,0.009323963,0.009822599,0.011140596,0.00685268,0.011684943,0.009209916,0.000145438,0.011884428,0.010366646,0.008549216,7.71E-06,0.010840917,0.009006881,0.000151189,0.007796882,0.007987995,0.003465461,0.000867811,0.000849865,3.95E-05
01-25 17:00:00+01:00,0.014712133,0.019870138,0.019635302,0.013071064,0.017223046,0.015606895,0.010099437,0.015029291,0.009300225,0.011250956,0.010275221,0.009735046,0.011583944,0.006670486,0.012634895,0.010395808,1.14E-05,0.012110308,0.010378497,0.008289968,0.000190575,0.01114051,0.010022158,3.63E-05,0.004040119,0.008478125,0.008358836,0.000279939,0.00027415,7.34E-06
01-25 18:00:00+01:00,0.017503379,0.020110231,0.020146258,0.018353704,0.01816058,0.014426584,0.008783078,0.014516042,0.010068838,0.01080797,0.010401986,0.010436087,0.011672221,0.004425659,0.01274415,0.010426611,0,0.011807616,0.010250349,0.008204071,0.000192459,0.010792596,0.01002339,4.84E-05,0.004220958,0.008300406,0.007428379,0,0,0
01-25 19:00:00+01:00,0.017146172,0.019347429,0.020024602,0.017928447,0.018077664,0.013158089,0.007779098,0.014361417,0.012797417,0.010576051,0.010275221,0.011515087,0.010836529,0.005802777,0.012263299,0.010087784,0,0.011371478,0.010032249,0.009844159,0.000195322,0.010355287,0.009857976,4.84E-05,0.005115974,0.007744801,0.007289759,0,0,0
01-25 20:00:00+01:00,0.01569481,0.017235004,0.0188932,0.005306946,0.01720074,0.011733577,0.003252528,0.01341936,0.013412307,0.010530469,0.008931159,0.011666147,0.009571221,0.006334362,0.010878548,0.009579545,0,0.010794735,0.009739797,0.010522512,9.84E-05,0.009287382,0.009559184,3.63E-05,0.008187326,0.007278991,0.001942109,0,0,0
01-25 21:00:00+01:00,0.014815981,0.015119963,0.018151097,0.00254581,0.016450668,0.010002115,0.000132706,0.011963982,0.013143293,0.009600579,0.007572351,0.011208035,0.008396152,0.005440228,0.009895884,0.008978898,0,0.010248586,0.009584831,0.010251067,0.000244529,0.007866732,0.009133483,0,0.010202619,0.006925424,9.05E-05,0,0,0
01-25 22:00:00+01:00,0.013840219,0.012372306,0.016119439,0.002518965,0.016459455,0.008564036,0.000112139,0.010498318,0.012758986,0.009581565,0.006781978,0.009857743,0.00881596,0.005415134,0.00940741,0.008208838,0,0.00980659,0.009319634,0.00945905,0.00037635,0.00668044,0.008606747,0,0.010204888,0.006410974,9.60E-05,0,0,0
01-25 23:00:00+01:00,0.012619086,0.009975302,0.013248354,0.002543245,0.016573464,0.007290453,9.44E-05,0.009242019,0.012586048,0.009471264,0.005410142,0.008238627,0.008764955,0.005384796,0.008403466,0.007223162,0,0.009136109,0.009074095,0.008323445,0.000376668,0.006177897,0.008226634,4.84E-05,0.010218993,0.005687004,4.79E-05,0,0,0
01-26 00:00:00+01:00,0.011811198,0.007904747,0.010060963,0.002524725,0.015824969,0.006339082,0.000112021,0.008173928,0.01101039,0.009361143,0.004419504,0.007114617,0.007515341,0.00539107,0.007472888,0.006345293,0,0.008667424,0.008870818,0.006894077,0.000716962,0.005685018,0.007033315,4.23E-05,0.010217837,0.005202486,4.36E-05,0,0,0
01-26 01:00:00+01:00,0.009955892,0.006668955,0.007858987,0.002491559,0.015242756,0.005450457,0.000105084,0.007492341,0.010664514,0.009529304,0.004307349,0.005861744,0.006469745,0.005377178,0.006743353,0.00579085,0,0.008470837,0.008686406,0.005396978,0.000649426,0.005315359,0.005575703,3.63E-05,0.010219489,0.004948067,3.89E-05,0,0,0
01-26 02:00:00+01:00,0.008844687,0.00585578,0.006691088,0.002489829,0.014806322,0.004877261,9.59E-05,0.00693753,0.008608472,0.009541387,0.003874735,0.004865981,0.005551662,0.005359833,0.006235188,0.00552903,0,0.008278806,0.008562997,0.00431042,0.000606413,0.005155899,0.004523155,0,0.010225686,0.004863885,3.93E-05,0,0,0
01-26 03:00:00+01:00,0.008346434,0.005564659,0.006362616,0.002489656,0.014093877,0.004531308,9.49E-05,0.00693684,0.00820495,0.009539331,0.003609554,0.004434998,0.004965108,0.005352643,0.006027476,0.005452024,0,0.008332835,0.008527679,0.003647897,0.000587229,0.005175227,0.003979477,2.42E-05,0.010226739,0.004802151,3.97E-05,0,0,0
01-26 04:00:00+01:00,0.007746717,0.005491388,0.006423445,0.002491165,0.013725939,0.004470257,9.58E-05,0.006941267,0.007109676,0.009542338,0.003512865,0.004258042,0.004509989,0.00535478,0.005945216,0.005575233,0,0.008460421,0.008581419,0.003290815,0.000581747,0.005383009,0.003759849,3.63E-05,0.010226582,0.004882592,3.90E-05,0,0,0
01-26 05:00:00+01:00,0.007825407,0.006049424,0.007384528,0.002506369,0.013828006,0.004761943,9.87E-05,0.0071722,0.006052832,0.009547613,0.003936356,0.004131028,0.004737549,0.005363647,0.005863592,0.005806251,0,0.008648546,0.00866363,0.003111755,0.000583133,0.005786494,0.003965615,3.02E-05,0.010224857,0.005088372,3.48E-05,0,0,0
01-26 06:00:00+01:00,0.008031195,0.007977363,0.00979332,0.002541584,0.014176568,0.005696356,0.000190299,0.008209797,0.005918325,0.009467031,0.004606875,0.004524401,0.005322141,0.005390104,0.006054789,0.006314491,0,0.008939522,0.008818196,0.002989008,0.000723382,0.006752922,0.004687952,3.02E-05,0.010217873,0.005541087,3.10E-05,0,0,1.91E-06
01-26 07:00:00+01:00,0.007815631,0.010367825,0.01167899,0.002553177,0.014686455,0.006942804,9.66E-05,0.009073167,0.006091263,0.009415784,0.005961775,0.0054992,0.005861613,0.005399416,0.007051429,0.006807329,0,0.009505199,0.009047201,0.003305607,0.000382288,0.007791834,0.005791326,0.000489852,0.010222723,0.006468967,3.33E-05,0,0,1.48E-05
01-26 08:00:00+01:00,0.007004642,0.012540436,0.014525744,0.002578459,0.015242982,0.008772625,0.000112206,0.010216228,0.008301027,0.009618233,0.007586758,0.006500512,0.007207351,0.005401543,0.008175109,0.006961341,1.05E-05,0.009896421,0.009367431,0.003693311,0.000137569,0.008854906,0.007394021,0.002007787,0.010205763,0.007187325,7.40E-05,0.000310367,0.000303949,5.75E-05
01-26 09:00:00+01:00,0.006142386,0.014250526,0.016338421,0.002542835,0.015757375,0.010263276,0.000123515,0.011293431,0.010049623,0.009613939,0.008175265,0.008191767,0.00806266,0.005429551,0.009255913,0.00694594,0.00028063,0.010526543,0.009632181,0.004603923,0.000137815,0.009176243,0.008595965,0.003592245,0.010200597,0.007550246,9.09E-05,0.000903108,0.000884432,0.000181122
01-26 10:00:00+01:00,0.005429283,0.014325105,0.016788548,0.002453382,0.015874989,0.011128159,0.000124413,0.011831873,0.011394697,0.009592065,0.008780955,0.00923254,0.008959165,0.00544364,0.009819659,0.007022946,0.000679651,0.010841603,0.00981493,0.005881998,0.000145941,0.009195572,0.008856253,0.005073895,0.010199562,0.00761385,0.000110822,0.001725885,0.001690194,0.000286093
01-26 11:00:00+01:00,0.004308898,0.013599593,0.016958867,0.002397131,0.015874538,0.011299439,0.00011197,0.011985643,0.012758986,0.009579035,0.008532031,0.00923439,0.009308351,0.005441341,0.00996798,0.00682273,0.00110669,0.010861132,0.009876908,0.006458624,0.00013759,0.009096513,0.008841776,0.005364177,0.010205231,0.007492253,0.000121282,0.002388002,0.002338619,0.000399342
01-26 12:00:00+01:00,0.003409204,0.012469782,0.016058611,0.002406268,0.016069436,0.011080675,0.000105185,0.011820641,0.01241311,0.00958135,0.008703641,0.008842867,0.009127873,0.005431277,0.009740576,0.006745725,0.001471913,0.01082598,0.00976438,0.006573845,0.00013757,0.008765511,0.008643094,0.004844088,0.01020722,0.007312664,0.000121239,0.002851727,0.002792754,0.000384188
01-26 13:00:00+01:00,0.003587927,0.011186234,0.014720394,0.002430248,0.015634353,0.010666888,9.78E-05,0.011632578,0.012566833,0.0095758,0.008298507,0.008699822,0.008753185,0.005412339,0.009031368,0.006607114,0.001331525,0.010667148,0.009687076,0.006514158,0.000137384,0.008420012,0.008273455,0.004033716,0.010214396,0.007108755,0.000103124,0.002923538,0.00286308,0.000323786
01-26 14:00:00+01:00,0.003544885,0.010739413,0.013321348,0.002432214,0.015018568,0.010363331,9.61E-05,0.010844301,0.011682927,0.009576346,0.008366383,0.008167721,0.008227445,0.005406558,0.008654055,0.006853533,0.001236492,0.01048358,0.00964949,0.005945058,0.000137005,0.008171157,0.008039042,0.002612542,0.010213998,0.007091918,9.56E-05,0.002562051,0.002509069,0.000225309
01-26 15:00:00+01:00,0.004057327,0.01071717,0.01295638,0.002436174,0.014502147,0.010091995,0.000108609,0.010562046,0.009953546,0.009613928,0.008161288,0.007297122,0.008035196,0.005407582,0.008448883,0.007423377,0.000855245,0.010583826,0.00972052,0.005558652,0.000137395,0.008572225,0.008010395,0.001070416,0.010204462,0.00738001,0.000109351,0.001700326,0.001665163,0.000104462
01-26 16:00:00+01:00,0.005080065,0.011196047,0.013771476,0.00242743,0.014281114,0.010327718,0.00013595,0.01110893,0.008877487,0.009624633,0.00803301,0.006814347,0.00823333,0.005441509,0.008492712,0.008470659,0.000287186,0.011089616,0.009901481,0.005230634,0.000137771,0.009492749,0.008597506,0.000157236,0.010194031,0.00787014,0.000117984,0.000823995,0.000806955,2.31E-05
01-26 17:00:00+01:00,0.006986162,0.013413799,0.016715555,0.002491732,0.014638913,0.011374057,0.000148785,0.011707753,0.008089658,0.009639698,0.009678449,0.00664479,0.008837539,0.005452793,0.00949221,0.009410132,2.98E-05,0.011385148,0.010026326,0.004962044,0.000137701,0.01007019,0.009689482,1.81E-05,0.010194296,0.008251767,0.000102458,0.000262899,0.000257463,7.60E-06
01-26 18:00:00+01:00,0.009302999,0.01490473,0.017263007,0.002567116,0.015644267,0.010956878,0.000149194,0.01144925,0.009204148,0.009624468,0.009959076,0.007564098,0.009070983,0.00543767,0.009700875,0.009456335,0,0.011156013,0.009939057,0.005674392,0.000137712,0.009698115,0.009866909,4.23E-05,0.010195669,0.008036634,8.73E-05,0,0,0
01-26 19:00:00+01:00,0.01199314,0.014938094,0.017250842,0.00257153,0.015797481,0.010136087,0.000136415,0.011147671,0.011125682,0.009609746,0.00954421,0.008857048,0.008309837,0.005423524,0.009007865,0.009040503,0,0.010741357,0.009713836,0.008142309,0.000137747,0.009236645,0.009770187,0,0.010201264,0.007477287,8.77E-05,0,0,0
01-26 20:00:00+01:00,0.015485684,0.013299313,0.016435745,0.002558641,0.015239377,0.009069398,0.00012322,0.010531068,0,0.009606416,0.008682099,0.009296663,0.007313284,0.005401305,0.007860364,0.008701677,0,0.010352087,0.009500738,0.009036831,0.000137787,0.008291961,0.009487412,0,0.010202487,0.007011477,9.14E-05,0,0,0
01-26 21:00:00+01:00,0.018822636,0.011459037,0.015997783,0.002536144,0.014678343,0.0078433,0.000106421,0.009317422,0,0.00960185,0.007385275,0.009303446,0.006430511,0.00537109,0.007280103,0.008378251,0,0.009825467,0.009325258,0.008688053,0.000137564,0.006900303,0.008965913,0,0.010205257,0.00671029,9.15E-05,0,0,0
01-26 22:00:00+01:00,0.021058756,0.00973521,0.014489247,0.002548268,0.014919881,0.00699368,9.33E-05,0.008279331,0.009569239,0.009500197,0.006452804,0.008509302,0.006542329,0.005357635,0.006958053,0.00783921,0,0.009447915,0.009172422,0.007639383,0.000262326,0.005931458,0.008262982,3.02E-05,0.010215537,0.006330533,4.85E-05,0,0,0
01-26 23:00:00+01:00,0.022349518,0.008031662,0.011387015,0.002529677,0.015273399,0.005877811,0.000172216,0.007140521,0.009473163,0.009344543,0.005274254,0.007213885,0.006807161,0.005371777,0.005954744,0.006930539,0,0.008966862,0.009002699,0.006914059,0.000634125,0.005238045,0.007705134,2.42E-05,0.010216053,0.005698228,4.62E-05,0,0,0
01-27 00:00:00+01:00,0.023130103,0.006210358,0.008588924,0.002492532,0.014726335,0.005138421,9.83E-05,0.006130001,0.009799824,0.009528532,0.004282059,0.005804403,0.005834149,0.00535405,0.00520393,0.006083473,0,0.008840577,0.008758073,0.005664271,0.000539577,0.004655772,0.006888539,3.02E-05,0.010223382,0.005243642,4.13E-05,0,0,0
01-27 01:00:00+01:00,0.023129984,0.004880362,0.006776247,0.002487709,0.014160345,0.004463474,9.27E-05,0.00547444,0.009069641,0.009534257,0.00405777,0.004628601,0.004949414,0.005340902,0.004575393,0.005590635,0,0.008704528,0.008627637,0.004348049,0.000493815,0.004382755,0.005518409,2.42E-05,0.010226905,0.004942455,4.21E-05,0,0,0
01-27 02:00:00+01:00,0.023337441,0.004101205,0.005657011,0.002489455,0.013746668,0.003959807,9.19E-05,0.005082057,0.009281009,0.009534748,0.00363665,0.003799929,0.004349128,0.005329961,0.004067863,0.005298012,0,0.008656358,0.008580316,0.003371003,0.000518796,0.004179805,0.004463396,0,0.010226938,0.004787185,4.36E-05,0,0,0
01-27 03:00:00+01:00,0.023028521,0.003662888,0.005206883,0.002491542,0.013029266,0.00362742,9.17E-05,0.004826261,0.008954349,0.009538307,0.003143612,0.003228368,0.003750805,0.005322294,0.003945903,0.005221006,0,0.008621857,0.008528388,0.002688498,0.000510356,0.004177389,0.003833161,1.81E-05,0.010226588,0.004792797,4.43E-05,0,0,0
01-27 04:00:00+01:00,0.022964734,0.003539898,0.005133889,0.0024952,0.012666735,0.003603678,9.20E-05,0.004793254,0.007109676,0.009542707,0.003162218,0.003097655,0.003572288,0.005324807,0.004016729,0.005298012,0,0.008694764,0.00853676,0.002380463,0.00049609,0.004406916,0.003568869,1.81E-05,0.010226623,0.004878851,4.30E-05,0,0,0
01-27 05:00:00+01:00,0.023453569,0.003998495,0.005790833,0.002503792,0.012668763,0.00383601,9.32E-05,0.004851165,0.006110478,0.009549451,0.003544252,0.003093955,0.003709608,0.005331236,0.003865867,0.005436623,0,0.008838624,0.00861917,0.002160141,0.000477306,0.004636443,0.003691466,1.81E-05,0.010226415,0.005080889,3.97E-05,0,0,0
01-27 06:00:00+01:00,0.024383309,0.00472139,0.007299369,0.002509049,0.012833918,0.004405815,9.67E-05,0.005377819,0.005899109,0.009551606,0.003886793,0.003295574,0.004203961,0.005346549,0.003622901,0.005683042,0,0.009198601,0.008757088,0.002194655,0.000457081,0.00513657,0.004351888,3.63E-05,0.010225292,0.005484965,3.62E-05,0,0,2.50E-06
01-27 07:00:00+01:00,0.024957272,0.005792322,0.008418605,0.002521459,0.013132685,0.005157076,0.000107944,0.00564252,0.006552431,0.009543515,0.004715982,0.003778349,0.004329511,0.005365499,0.004307654,0.005991066,0,0.009621068,0.008945014,0.002393438,0.000463469,0.00581307,0.00579533,0.001378841,0.010218469,0.006294989,3.35E-05,0,0,1.94E-05
01-27 08:00:00+01:00,0.024560124,0.007035964,0.010949053,0.002569821,0.013495217,0.006469663,0.000103339,0.006469631,0.00680223,0.009350433,0.00568693,0.004273456,0.005006304,0.005375747,0.005080065,0.006160479,2.09E-05,0.009910742,0.009191956,0.002370601,0.000405985,0.006421921,0.007568984,0.004372379,0.010221565,0.006987157,3.37E-05,0.000272636,0.000266998,0.000186173
01-27 09:00:00+01:00,0.023059878,0.008819978,0.013138864,0.002559983,0.014181525,0.00764319,9.11E-05,0.00770641,0.007455552,0.009298023,0.006635297,0.005578738,0.006228454,0.005378224,0.006199934,0.006283689,0.000250571,0.01039505,0.009575837,0.002860292,0.000267397,0.006595878,0.007924146,0.006144311,0.010229532,0.007198549,3.46E-05,0.000761921,0.000746165,0.000642903
01-27 10:00:00+01:00,0.020645989,0.009807172,0.014501413,0.002523076,0.014700875,0.008536902,8.76E-05,0.008280926,0.008646903,0.009237242,0.007419439,0.006824829,0.007448643,0.005386012,0.006851974,0.006607114,0.000566699,0.010712064,0.009858286,0.004140183,0.000315105,0.006501651,0.008125599,0.008551236,0.010231991,0.007118108,4.27E-05,0.001587133,0.001554311,0.001241958
01-27 11:00:00+01:00,0.018380777,0.009939321,0.015024534,0.002500541,0.014978237,0.009269509,8.83E-05,0.00866635,0.010260992,0.009200021,0.00747047,0.00740009,0.008201942,0.005390561,0.007640583,0.006668719,0.000737486,0.010759583,0.009882788,0.005125014,0.000397359,0.006414672,0.008089867,0.009047135,0.010232156,0.006897363,5.00E-05,0.002395305,0.002345771,0.001554751
01-27 12:00:00+01:00,0.016592477,0.009992966,0.01414861,0.002498218,0.015449595,0.009705342,8.32E-05,0.0087239,0.010068838,0.009267585,0.007110248,0.007342749,0.008229406,0.00537515,0.007638359,0.00668412,0.000762689,0.010765442,0.009796066,0.005869801,0.000325131,0.006124744,0.008240803,0.008514951,0.010236894,0.006526959,4.25E-05,0.002782351,0.002724813,0.001532042
01-27 13:00:00+01:00,0.014994823,0.008895866,0.012859055,0.002484943,0.014979138,0.009495056,8.80E-05,0.008834914,0.010875883,0.009338024,0.00594886,0.00748641,0.007740939,0.005366463,0.006918035,0.006499305,0.000929105,0.010652176,0.009753998,0.006252575,0.00032718,0.005786494,0.007952177,0.007263108,0.010233776,0.006319309,4.39E-05,0.00285903,0.002799906,0.001328211
